date,item_id,units_sold,stockout_flag,promo_active,on_hand_start,on_hand_end,true_demand_uncensored
2025-12-19,I007,6,0,0,28,22,6
2025-12-20,I007,6,0,0,22,16,6
2025-12-21,I007,2,0,0,16,14,2
2025-12-22,I007,2,0,0,14,12,2
2025-12-23,I007,6,0,0,12,6,6
2025-12-24,I007,6,0,0,6,0,6
2025-12-25,I007,0,1,0,0,0,4
2025-12-26,I007,7,0,0,70,63,7
2025-12-27,I007,3,0,0,63,60,3
2025-12-28,I007,6,0,0,60,54,6
2025-12-29,I007,6,0,0,54,48,6
2025-12-30,I007,2,0,0,48,46,2
2025-12-31,I007,3,0,0,46,43,3
2026-01-01,I007,7,0,0,43,36,7
2026-01-02,I007,5,0,0,36,31,5
2026-01-03,I007,5,0,0,31,26,5
2026-01-04,I007,4,0,0,26,22,4
2026-01-05,I007,5,0,0,22,17,5
2026-01-06,I007,9,0,0,17,8,9
2026-01-07,I007,4,0,0,8,4,4
2026-01-08,I007,1,0,0,4,3,1
2026-01-09,I007,1,0,0,3,2,1
2026-01-10,I007,7,0,0,72,65,7
2026-01-11,I007,12,0,0,65,53,12
2026-01-12,I007,7,0,0,53,46,7
2026-01-13,I007,9,0,0,46,37,9
2026-01-14,I007,9,0,0,37,28,9
2026-01-15,I007,10,0,0,28,18,10
2026-01-16,I007,7,0,0,18,11,7
2026-01-17,I007,5,0,0,11,6,5
2026-01-18,I007,6,0,0,6,0,6
2026-01-19,I007,4,0,0,70,66,4
2026-01-20,I007,4,0,0,66,62,4
2026-01-21,I007,5,0,0,62,57,5
2026-01-22,I007,13,0,0,57,44,13
2026-01-23,I007,6,0,0,44,38,6
2026-01-24,I007,10,0,0,38,28,10
2026-01-25,I007,4,0,0,28,24,4
2026-01-26,I007,6,0,0,24,18,6
2026-01-27,I007,4,0,0,18,14,4
2026-01-28,I007,2,0,0,14,12,2
2026-01-29,I007,4,0,0,12,8,4
2026-01-30,I007,8,1,0,8,0,9
2026-01-31,I007,6,0,0,70,64,6
2026-02-01,I007,8,0,0,64,56,8
2026-02-02,I007,10,0,0,56,46,10
2026-02-03,I007,2,0,0,46,44,2
2026-02-04,I007,7,0,0,44,37,7
2026-02-05,I007,6,0,0,37,31,6
2026-02-06,I007,4,0,0,31,27,4
2026-02-07,I007,4,0,0,27,23,4
2026-02-08,I007,5,0,0,23,18,5
2026-02-09,I007,4,0,0,18,14,4
2026-02-10,I007,4,0,0,14,10,4
2026-02-11,I007,6,0,0,10,4,6
2026-02-12,I007,4,0,0,74,70,4
2026-02-13,I007,4,0,0,70,66,4
2026-02-14,I007,6,0,0,66,60,6
2026-02-15,I007,7,0,0,60,53,7
2026-02-16,I007,1,0,0,53,52,1
2026-02-17,I007,5,0,0,52,47,5
2026-02-18,I007,7,0,0,47,40,7
2026-02-19,I007,1,0,0,40,39,1
2026-02-20,I007,8,0,0,39,31,8
2026-02-21,I007,4,0,0,31,27,4
2026-02-22,I007,8,0,0,27,19,8
2026-02-23,I007,7,0,0,19,12,7
2026-02-24,I007,7,0,0,12,5,7
2026-02-25,I007,5,1,0,5,0,8
2026-02-26,I007,0,1,0,0,0,1
2026-02-27,I007,0,1,0,0,0,7
2026-02-28,I007,0,1,0,0,0,6
2026-03-01,I007,6,0,0,70,64,6
2026-03-02,I007,4,0,0,64,60,4
2026-03-03,I007,5,0,0,60,55,5
2026-03-04,I007,5,0,0,55,50,5
2026-03-05,I007,3,0,0,50,47,3
2026-03-06,I007,6,0,0,47,41,6
2026-03-07,I007,3,0,0,41,38,3
2026-03-08,I007,2,0,0,38,36,2
2026-03-09,I007,5,0,0,36,31,5
2026-03-10,I007,6,0,0,31,25,6
2026-03-11,I007,4,0,0,25,21,4
2026-03-12,I007,5,0,0,21,16,5
2026-03-13,I007,5,0,0,16,11,5
2026-03-14,I007,10,0,0,11,1,10
2026-03-15,I007,1,1,0,1,0,2
2026-03-16,I007,0,1,0,0,0,2
2026-03-17,I007,3,0,0,70,67,3
2026-03-18,I007,8,0,0,67,59,8
2026-03-19,I007,4,0,0,59,55,4
2026-03-20,I007,9,0,0,55,46,9
2026-03-21,I007,6,0,0,46,40,6
2026-03-22,I007,6,0,0,40,34,6
2026-03-23,I007,5,0,0,34,29,5
2026-03-24,I007,7,0,0,29,22,7
2026-03-25,I007,4,0,0,22,18,4
2026-03-26,I007,5,0,0,18,13,5
2026-03-27,I007,3,0,0,83,80,3
2026-03-28,I007,7,0,0,80,73,7
2026-03-29,I007,11,0,0,73,62,11
2026-03-30,I007,5,0,0,62,57,5
2026-03-31,I007,5,0,0,57,52,5
2026-04-01,I007,4,0,0,52,48,4
2026-04-02,I007,4,0,0,48,44,4
2026-04-03,I007,4,0,0,44,40,4
2026-04-04,I007,6,0,0,40,34,6
2026-04-05,I007,5,0,0,34,29,5
2026-04-06,I007,6,0,0,29,23,6
2026-04-07,I007,7,0,0,23,16,7
2026-04-08,I007,4,0,0,16,12,4
2026-04-09,I007,6,0,0,12,6,6
2026-04-10,I007,6,1,0,6,0,7
2026-04-11,I007,0,1,0,0,0,2
2026-04-12,I007,0,1,0,0,0,4
2026-04-13,I007,6,0,0,70,64,6
2026-04-14,I007,6,0,0,64,58,6
2026-04-15,I007,5,0,0,58,53,5
2026-04-16,I007,3,0,0,53,50,3
2026-04-17,I007,7,0,0,50,43,7
2026-04-18,I007,1,0,0,43,42,1
2026-04-19,I007,4,0,0,42,38,4
2026-04-20,I007,7,0,0,38,31,7
2026-04-21,I007,2,0,0,31,29,2
2026-04-22,I007,2,0,0,29,27,2
2026-04-23,I007,6,0,0,27,21,6
2026-04-24,I007,10,0,0,21,11,10
2026-04-25,I007,5,0,0,11,6,5
2026-04-26,I007,5,0,0,6,1,5
2026-04-27,I007,1,1,0,1,0,4
2026-04-28,I007,0,1,0,0,0,7
2026-04-29,I007,1,0,0,70,69,1
2026-04-30,I007,4,0,0,69,65,4
2026-05-01,I007,7,0,0,65,58,7
2026-05-02,I007,5,0,0,58,53,5
2026-05-03,I007,3,0,0,53,50,3
2026-05-04,I007,6,0,0,50,44,6
2026-05-05,I007,10,0,0,44,34,10
2026-05-06,I007,7,0,0,34,27,7
2026-05-07,I007,2,0,0,27,25,2
2026-05-08,I007,7,0,0,25,18,7
2026-05-09,I007,8,0,1,18,10,8
2026-05-10,I007,8,0,1,10,2,8
2026-05-11,I007,4,0,1,72,68,4
2026-05-12,I007,5,0,1,68,63,5
2026-05-13,I007,6,0,1,63,57,6
2026-05-14,I007,6,0,0,57,51,6
2026-05-15,I007,3,0,0,51,48,3
2026-05-16,I007,7,0,0,48,41,7
2026-05-17,I007,6,0,0,41,35,6
2026-05-18,I007,6,0,0,35,29,6
2026-05-19,I007,7,0,0,29,22,7
2026-05-20,I007,3,0,0,22,19,3
2026-05-21,I007,7,0,0,19,12,7
2026-05-22,I007,5,0,0,12,7,5
2026-05-23,I007,7,0,0,7,0,7
2026-05-24,I007,0,1,0,0,0,5
2026-05-25,I007,0,1,0,0,0,3
2026-05-26,I007,7,0,0,70,63,7
2026-05-27,I007,7,0,0,63,56,7
2026-05-28,I007,5,0,0,56,51,5
2026-05-29,I007,5,0,0,51,46,5
2026-05-30,I007,5,0,0,46,41,5
2026-05-31,I007,3,0,0,41,38,3
2026-06-01,I007,2,0,0,38,36,2
2026-06-02,I007,6,0,0,36,30,6
2026-06-03,I007,4,0,0,30,26,4
2026-06-04,I007,6,0,0,26,20,6
2026-06-05,I007,6,0,0,20,14,6
2026-06-06,I007,6,0,0,14,8,6
2026-06-07,I007,4,0,0,8,4,4
2026-06-08,I007,5,0,0,74,69,5
2026-06-09,I007,1,0,0,69,68,1
2026-06-10,I007,5,0,0,68,63,5
2026-06-11,I007,6,0,0,63,57,6
2026-06-12,I007,3,0,0,57,54,3
2026-06-13,I007,14,0,0,54,40,14
2026-06-14,I007,8,0,0,40,32,8
2026-06-15,I007,4,0,0,32,28,4
2026-06-16,I007,4,0,0,28,24,4
2026-06-17,I007,3,0,0,24,21,3
2026-06-18,I007,4,0,0,21,17,4
2026-06-19,I007,7,0,0,17,10,7
2026-06-20,I007,9,0,0,10,1,9
2026-06-21,I007,1,1,0,1,0,7
2026-06-22,I007,0,1,0,0,0,3
2026-06-23,I007,8,0,0,70,62,8
2026-06-24,I007,9,0,0,62,53,9
2026-06-25,I007,6,0,0,53,47,6
2026-06-26,I007,5,0,1,47,42,5
2026-06-27,I007,10,0,1,42,32,10
2026-06-28,I007,11,0,1,32,21,11
2026-06-29,I007,8,0,1,21,13,8
2026-06-30,I007,4,0,0,13,9,4
2026-07-01,I007,4,0,0,9,5,4
2026-07-02,I007,5,1,0,5,0,7
2026-07-03,I007,3,0,0,70,67,3
2026-07-04,I007,6,0,0,67,61,6
2026-07-05,I007,4,0,0,61,57,4
2026-07-06,I007,5,0,0,57,52,5
2026-07-07,I007,7,0,0,52,45,7
2026-07-08,I007,9,0,0,45,36,9
2026-07-09,I007,4,0,0,36,32,4
2026-07-10,I007,8,0,0,32,24,8
2026-07-11,I007,5,0,0,24,19,5
2026-07-12,I007,6,0,0,19,13,6
2026-07-13,I007,4,0,0,13,9,4
2026-07-14,I007,4,0,0,79,75,4
2026-07-15,I007,4,0,0,75,71,4
2026-07-16,I007,3,0,0,71,68,3
2026-07-17,I007,9,0,0,68,59,9
2026-07-18,I007,3,0,0,59,56,3
2026-07-19,I007,6,0,0,56,50,6
2026-07-20,I007,6,0,0,50,44,6
2026-07-21,I007,6,0,0,44,38,6
2026-07-22,I007,7,0,0,38,31,7
2026-07-23,I007,10,0,0,31,21,10
2026-07-24,I007,9,0,0,21,12,9
2026-07-25,I007,7,0,0,12,5,7
2026-07-26,I007,5,1,0,5,0,6
2026-07-27,I007,0,1,0,0,0,1
2026-07-28,I007,0,1,0,0,0,8
2026-07-29,I007,0,1,0,0,0,9
2026-07-30,I007,0,1,0,0,0,6
2026-07-31,I007,0,1,0,0,0,11
2026-08-01,I007,5,0,0,70,65,5
2026-08-02,I007,2,0,0,65,63,2
2026-08-03,I007,3,0,0,63,60,3
2026-08-04,I007,4,0,0,60,56,4
2026-08-05,I007,8,0,0,56,48,8
2026-08-06,I007,4,0,0,48,44,4
2026-08-07,I007,8,0,0,44,36,8
2026-08-08,I007,9,0,0,36,27,9
2026-08-09,I007,2,0,0,27,25,2
2026-08-10,I007,7,0,0,25,18,7
2026-08-11,I007,3,0,0,18,15,3
2026-08-12,I007,5,0,0,15,10,5
2026-08-13,I007,2,0,0,80,78,2
2026-08-14,I007,4,0,0,78,74,4
2026-08-15,I007,10,0,0,74,64,10
2026-08-16,I007,10,0,0,64,54,10
2026-08-17,I007,5,0,0,54,49,5
2026-08-18,I007,5,0,0,49,44,5
2026-08-19,I007,6,0,0,44,38,6
2026-08-20,I007,3,0,0,38,35,3
2026-08-21,I007,8,0,0,35,27,8
2026-08-22,I007,6,0,0,27,21,6
2026-08-23,I007,6,0,0,21,15,6
2026-08-24,I007,1,0,0,15,14,1
2026-08-25,I007,4,0,0,14,10,4
2026-08-26,I007,6,0,0,10,4,6
2026-08-27,I007,8,0,0,74,66,8
2026-08-28,I007,11,0,0,66,55,11
2026-08-29,I007,9,0,0,55,46,9
2026-08-30,I007,1,0,0,46,45,1
2026-08-31,I007,8,0,0,45,37,8
2025-09-01,I008,10,0,0,144,134,10
2025-09-02,I008,12,0,0,134,122,12
2025-09-03,I008,18,0,0,122,104,18
2025-09-04,I008,9,0,0,104,95,9
2025-09-05,I008,11,0,0,95,84,11
2025-09-06,I008,5,0,0,84,79,5
2025-09-07,I008,18,0,0,79,61,18
2025-09-08,I008,16,0,0,61,45,16
2025-09-09,I008,9,0,0,45,36,9
2025-09-10,I008,5,0,0,36,31,5
2025-09-11,I008,8,0,0,31,23,8
2025-09-12,I008,10,0,0,23,13,10
2025-09-13,I008,13,1,0,13,0,17
2025-09-14,I008,0,1,0,0,0,12
2025-09-15,I008,14,0,0,168,154,14
2025-09-16,I008,11,0,0,154,143,11
2025-09-17,I008,4,0,0,143,139,4
2025-09-18,I008,6,0,0,139,133,6
2025-09-19,I008,17,0,0,133,116,17
2025-09-20,I008,17,0,0,116,99,17
2025-09-21,I008,16,0,0,99,83,16
2025-09-22,I008,10,0,0,83,73,10
2025-09-23,I008,11,0,0,73,62,11
2025-09-24,I008,11,0,0,62,51,11
2025-09-25,I008,14,0,0,51,37,14
2025-09-26,I008,21,0,0,37,16,21
2025-09-27,I008,12,0,0,16,4,12
2025-09-28,I008,4,1,0,4,0,14
2025-09-29,I008,0,1,0,0,0,17
2025-09-30,I008,0,1,0,0,0,11
2025-10-01,I008,10,0,0,168,158,10
2025-10-02,I008,21,0,0,158,137,21
2025-10-03,I008,23,0,0,137,114,23
2025-10-04,I008,22,0,0,114,92,22
2025-10-05,I008,19,0,0,92,73,19
2025-10-06,I008,13,0,0,73,60,13
2025-10-07,I008,7,0,0,60,53,7
2025-10-08,I008,9,0,0,53,44,9
2025-10-09,I008,10,0,0,44,34,10
2025-10-10,I008,17,0,0,34,17,17
2025-10-11,I008,17,0,0,17,0,17
2025-10-12,I008,0,1,0,0,0,32
2025-10-13,I008,0,1,0,0,0,24
2025-10-14,I008,0,1,0,0,0,18
2025-10-15,I008,19,0,0,168,149,19
2025-10-16,I008,27,0,0,149,122,27
2025-10-17,I008,19,0,0,122,103,19
2025-10-18,I008,30,0,0,103,73,30
2025-10-19,I008,26,0,0,73,47,26
2025-10-20,I008,15,0,0,47,32,15
2025-10-21,I008,22,0,0,32,10,22
2025-10-22,I008,10,1,0,10,0,13
2025-10-23,I008,0,1,0,0,0,11
2025-10-24,I008,0,1,0,0,0,12
2025-10-25,I008,0,1,0,0,0,17
2025-10-26,I008,0,1,0,0,0,13
2025-10-27,I008,17,0,0,168,151,17
2025-10-28,I008,15,0,0,151,136,15
2025-10-29,I008,10,0,0,136,126,10
2025-10-30,I008,11,0,0,126,115,11
2025-10-31,I008,12,0,0,115,103,12
2025-11-01,I008,9,0,0,103,94,9
2025-11-02,I008,13,0,0,94,81,13
2025-11-03,I008,10,0,0,81,71,10
2025-11-04,I008,10,0,0,71,61,10
2025-11-05,I008,15,0,0,61,46,15
2025-11-06,I008,11,0,0,46,35,11
2025-11-07,I008,10,0,0,35,25,10
2025-11-08,I008,19,0,0,25,6,19
2025-11-09,I008,6,1,0,6,0,16
2025-11-10,I008,0,1,0,0,0,7
2025-11-11,I008,0,1,0,0,0,11
2025-11-12,I008,0,1,0,0,0,13
2025-11-13,I008,0,1,0,0,0,11
2025-11-14,I008,0,1,0,0,0,9
2025-11-15,I008,17,0,0,168,151,17
2025-11-16,I008,10,0,0,151,141,10
2025-11-17,I008,14,0,0,141,127,14
2025-11-18,I008,21,0,0,127,106,21
2025-11-19,I008,14,0,0,106,92,14
2025-11-20,I008,8,0,0,92,84,8
2025-11-21,I008,12,0,0,84,72,12
2025-11-22,I008,17,0,0,72,55,17
2025-11-23,I008,23,0,0,55,32,23
2025-11-24,I008,7,0,0,32,25,7
2025-11-25,I008,14,0,1,25,11,14
2025-11-26,I008,11,1,1,11,0,16
2025-11-27,I008,0,1,1,0,0,23
2025-11-28,I008,0,1,1,0,0,23
2025-11-29,I008,0,1,1,0,0,14
2025-11-30,I008,0,1,0,0,0,11
2025-12-01,I008,11,0,0,168,157,11
2025-12-02,I008,7,0,0,157,150,7
2025-12-03,I008,16,0,0,150,134,16
2025-12-04,I008,29,0,0,134,105,29
2025-12-05,I008,12,0,0,105,93,12
2025-12-06,I008,20,0,0,93,73,20
2025-12-07,I008,21,0,0,73,52,21
2025-12-08,I008,15,0,0,52,37,15
2025-12-09,I008,14,0,0,37,23,14
2025-12-10,I008,12,0,0,23,11,12
2025-12-11,I008,11,1,0,11,0,14
2025-12-12,I008,15,0,0,168,153,15
2025-12-13,I008,21,0,0,153,132,21
2025-12-14,I008,11,0,0,132,121,11
2025-12-15,I008,7,0,0,121,114,7
2025-12-16,I008,16,0,0,114,98,16
2025-12-17,I008,12,0,0,98,86,12
2025-12-18,I008,12,0,0,86,74,12
2025-12-19,I008,16,0,0,74,58,16
2025-12-20,I008,25,0,0,58,33,25
2025-12-21,I008,24,0,0,33,9,24
2025-12-22,I008,9,1,0,9,0,14
2025-12-23,I008,0,1,0,0,0,13
2025-12-24,I008,0,1,0,0,0,20
2025-12-25,I008,0,1,0,0,0,14
2025-12-26,I008,0,1,0,0,0,25
2025-12-27,I008,0,1,0,0,0,15
2025-12-28,I008,20,0,0,168,148,20
2025-12-29,I008,14,0,0,148,134,14
2025-12-30,I008,19,0,0,134,115,19
2025-12-31,I008,15,0,0,115,100,15
2026-01-01,I008,14,0,0,100,86,14
2026-01-02,I008,14,0,0,86,72,14
2026-01-03,I008,20,0,0,72,52,20
2026-01-04,I008,20,0,0,52,32,20
2026-01-05,I008,14,0,0,32,18,14
2026-01-06,I008,10,0,0,18,8,10
2026-01-07,I008,8,1,0,8,0,10
2026-01-08,I008,0,1,0,0,0,7
2026-01-09,I008,0,1,0,0,0,21
2026-01-10,I008,0,1,0,0,0,15
2026-01-11,I008,18,0,0,168,150,18
2026-01-12,I008,15,0,0,150,135,15
2026-01-13,I008,15,0,0,135,120,15
2026-01-14,I008,13,0,0,120,107,13
2026-01-15,I008,12,0,0,107,95,12
2026-01-16,I008,17,0,0,95,78,17
2026-01-17,I008,15,0,0,78,63,15
2026-01-18,I008,22,0,0,63,41,22
2026-01-19,I008,14,0,0,41,27,14
2026-01-20,I008,8,0,0,27,19,8
2026-01-21,I008,14,0,0,19,5,14
2026-01-22,I008,5,1,0,5,0,11
2026-01-23,I008,0,1,0,0,0,13
2026-01-24,I008,0,1,0,0,0,18
2026-01-25,I008,18,0,0,168,150,18
2026-01-26,I008,16,0,0,150,134,16
2026-01-27,I008,16,0,0,134,118,16
2026-01-28,I008,8,0,0,118,110,8
2026-01-29,I008,11,0,0,110,99,11
2026-01-30,I008,17,0,0,99,82,17
2026-01-31,I008,12,0,0,82,70,12
2026-02-01,I008,17,0,0,70,53,17
2026-02-02,I008,11,0,0,53,42,11
2026-02-03,I008,12,0,0,42,30,12
2026-02-04,I008,10,0,0,30,20,10
2026-02-05,I008,14,0,0,20,6,14
2026-02-06,I008,6,1,0,6,0,17
2026-02-07,I008,0,1,0,0,0,21
2026-02-08,I008,0,1,0,0,0,19
2026-02-09,I008,0,1,0,0,0,12
2026-02-10,I008,0,1,0,0,0,13
2026-02-11,I008,0,1,0,0,0,14
2026-02-12,I008,0,1,0,0,0,19
2026-02-13,I008,12,0,0,168,156,12
2026-02-14,I008,16,0,0,156,140,16
2026-02-15,I008,8,0,0,140,132,8
2026-02-16,I008,8,0,0,132,124,8
2026-02-17,I008,11,0,0,124,113,11
2026-02-18,I008,12,0,0,113,101,12
2026-02-19,I008,6,0,0,101,95,6
2026-02-20,I008,11,0,0,95,84,11
2026-02-21,I008,12,0,0,84,72,12
2026-02-22,I008,22,0,0,72,50,22
2026-02-23,I008,9,0,0,50,41,9
2026-02-24,I008,13,0,0,41,28,13
2026-02-25,I008,23,0,0,28,5,23
2026-02-26,I008,5,1,0,5,0,21
2026-02-27,I008,0,1,0,0,0,22
2026-02-28,I008,0,1,0,0,0,26
2026-03-01,I008,0,1,0,0,0,24
2026-03-02,I008,0,1,0,0,0,19
2026-03-03,I008,18,0,0,168,150,18
2026-03-04,I008,15,0,0,150,135,15
2026-03-05,I008,16,0,0,135,119,16
2026-03-06,I008,18,0,0,119,101,18
2026-03-07,I008,12,0,0,101,89,12
2026-03-08,I008,18,0,0,89,71,18
2026-03-09,I008,15,0,0,71,56,15
2026-03-10,I008,11,0,0,56,45,11
2026-03-11,I008,8,0,0,45,37,8
2026-03-12,I008,15,0,0,37,22,15
2026-03-13,I008,20,0,0,22,2,20
2026-03-14,I008,2,1,0,2,0,23
2026-03-15,I008,0,1,0,0,0,20
2026-03-16,I008,0,1,0,0,0,12
2026-03-17,I008,0,1,0,0,0,14
2026-03-18,I008,0,1,0,0,0,13
2026-03-19,I008,12,0,0,168,156,12
2026-03-20,I008,13,0,0,156,143,13
2026-03-21,I008,18,0,0,143,125,18
2026-03-22,I008,24,0,0,125,101,24
2026-03-23,I008,11,0,0,101,90,11
2026-03-24,I008,22,0,0,90,68,22
2026-03-25,I008,14,0,0,68,54,14
2026-03-26,I008,21,0,0,54,33,21
2026-03-27,I008,22,0,0,33,11,22
2026-03-28,I008,10,0,0,11,1,10
2026-03-29,I008,1,1,0,1,0,16
2026-03-30,I008,0,1,0,0,0,11
2026-03-31,I008,0,1,0,0,0,15
2026-04-01,I008,0,1,0,0,0,13
2026-04-02,I008,0,1,0,0,0,11
2026-04-03,I008,0,1,0,0,0,14
2026-04-04,I008,18,0,0,168,150,18
2026-04-05,I008,24,0,0,150,126,24
2026-04-06,I008,8,0,0,126,118,8
2026-04-07,I008,14,0,0,118,104,14
2026-04-08,I008,18,0,0,104,86,18
2026-04-09,I008,14,0,0,86,72,14
2026-04-10,I008,17,0,0,72,55,17
2026-04-11,I008,17,0,0,55,38,17
2026-04-12,I008,12,0,0,38,26,12
2026-04-13,I008,21,0,0,26,5,21
2026-04-14,I008,5,1,0,5,0,15
2026-04-15,I008,0,1,0,0,0,13
2026-04-16,I008,0,1,0,0,0,19
2026-04-17,I008,23,0,0,168,145,23
2026-04-18,I008,14,0,0,145,131,14
2026-04-19,I008,14,0,0,131,117,14
2026-04-20,I008,17,0,0,117,100,17
2026-04-21,I008,12,0,0,100,88,12
2026-04-22,I008,12,0,0,88,76,12
2026-04-23,I008,8,0,0,76,68,8
2026-04-24,I008,14,0,0,68,54,14
2026-04-25,I008,25,0,0,54,29,25
2026-04-26,I008,10,0,0,29,19,10
2026-04-27,I008,14,0,0,19,5,14
2026-04-28,I008,5,1,0,5,0,10
2026-04-29,I008,0,1,0,0,0,13
2026-04-30,I008,0,1,0,0,0,17
2026-05-01,I008,0,1,0,0,0,15
2026-05-02,I008,0,1,0,0,0,17
2026-05-03,I008,13,0,0,168,155,13
2026-05-04,I008,15,0,0,155,140,15
2026-05-05,I008,9,0,0,140,131,9
2026-05-06,I008,9,0,0,131,122,9
2026-05-07,I008,12,0,0,122,110,12
2026-05-08,I008,19,0,0,110,91,19
2026-05-09,I008,17,0,0,91,74,17
2026-05-10,I008,12,0,0,74,62,12
2026-05-11,I008,21,0,0,62,41,21
2026-05-12,I008,10,0,0,41,31,10
2026-05-13,I008,9,0,0,31,22,9
2026-05-14,I008,13,0,0,22,9,13
2026-05-15,I008,9,1,0,9,0,20
2026-05-16,I008,0,1,0,0,0,22
2026-05-17,I008,0,1,0,0,0,19
2026-05-18,I008,0,1,0,0,0,20
2026-05-19,I008,0,1,0,0,0,14
2026-05-20,I008,16,0,0,168,152,16
2026-05-21,I008,15,0,0,152,137,15
2026-05-22,I008,13,0,0,137,124,13
2026-05-23,I008,23,0,0,124,101,23
2026-05-24,I008,12,0,0,101,89,12
2026-05-25,I008,15,0,0,89,74,15
2026-05-26,I008,15,0,0,74,59,15
2026-05-27,I008,18,0,0,59,41,18
2026-05-28,I008,18,0,0,41,23,18
2026-05-29,I008,12,0,0,23,11,12
2026-05-30,I008,10,0,0,11,1,10
2026-05-31,I008,1,1,0,1,0,8
2026-06-01,I008,0,1,0,0,0,16
2026-06-02,I008,13,0,0,168,155,13
2026-06-03,I008,11,0,0,155,144,11
2026-06-04,I008,23,0,0,144,121,23
2026-06-05,I008,14,0,0,121,107,14
2026-06-06,I008,20,0,0,107,87,20
2026-06-07,I008,20,0,0,87,67,20
2026-06-08,I008,11,0,0,67,56,11
2026-06-09,I008,16,0,0,56,40,16
2026-06-10,I008,20,0,0,40,20,20
2026-06-11,I008,18,0,0,20,2,18
2026-06-12,I008,2,1,0,2,0,11
2026-06-13,I008,0,1,1,0,0,19
2026-06-14,I008,23,0,1,168,145,23
2026-06-15,I008,25,0,1,145,120,25
2026-06-16,I008,13,0,1,120,107,13
2026-06-17,I008,11,0,1,107,96,11
2026-06-18,I008,14,0,0,96,82,14
2026-06-19,I008,14,0,0,82,68,14
2026-06-20,I008,16,0,0,68,52,16
2026-06-21,I008,15,0,0,52,37,15
2026-06-22,I008,15,0,0,37,22,15
2026-06-23,I008,16,0,0,22,6,16
2026-06-24,I008,6,1,0,6,0,7
2026-06-25,I008,0,1,0,0,0,18
2026-06-26,I008,0,1,1,0,0,29
2026-06-27,I008,0,1,1,0,0,26
2026-06-28,I008,19,0,1,168,149,19
2026-06-29,I008,19,0,1,149,130,19
2026-06-30,I008,9,0,1,130,121,9
2026-07-01,I008,14,0,1,121,107,14
2026-07-02,I008,12,0,1,107,95,12
2026-07-03,I008,20,0,0,95,75,20
2026-07-04,I008,16,0,0,75,59,16
2026-07-05,I008,24,0,0,59,35,24
2026-07-06,I008,21,0,0,35,14,21
2026-07-07,I008,10,0,0,14,4,10
2026-07-08,I008,4,1,0,4,0,21
2026-07-09,I008,0,1,0,0,0,18
2026-07-10,I008,0,1,0,0,0,22
2026-07-11,I008,0,1,0,0,0,19
2026-07-12,I008,0,1,0,0,0,20
2026-07-13,I008,13,0,0,168,155,13
2026-07-14,I008,12,0,0,155,143,12
2026-07-15,I008,13,0,0,143,130,13
2026-07-16,I008,17,0,0,130,113,17
2026-07-17,I008,17,0,0,113,96,17
2026-07-18,I008,24,0,0,96,72,24
2026-07-19,I008,24,0,0,72,48,24
2026-07-20,I008,17,0,0,48,31,17
2026-07-21,I008,13,0,0,31,18,13
2026-07-22,I008,16,0,0,18,2,16
2026-07-23,I008,2,1,0,2,0,10
2026-07-24,I008,0,1,0,0,0,20
2026-07-25,I008,0,1,0,0,0,22
2026-07-26,I008,0,1,0,0,0,17
2026-07-27,I008,14,0,0,168,154,14
2026-07-28,I008,8,0,0,154,146,8
2026-07-29,I008,15,0,0,146,131,15
2026-07-30,I008,14,0,0,131,117,14
2026-07-31,I008,2,0,0,117,115,2
2026-08-01,I008,23,0,0,115,92,23
2026-08-02,I008,9,0,0,92,83,9
2026-08-03,I008,15,0,0,83,68,15
2026-08-04,I008,14,0,0,68,54,14
2026-08-05,I008,15,0,0,54,39,15
2026-08-06,I008,14,0,0,39,25,14
2026-08-07,I008,17,0,0,25,8,17
2026-08-08,I008,8,1,0,8,0,20
2026-08-09,I008,0,1,0,0,0,25
2026-08-10,I008,0,1,0,0,0,15
2026-08-11,I008,0,1,0,0,0,21
2026-08-12,I008,8,0,0,168,160,8
2026-08-13,I008,16,0,0,160,144,16
2026-08-14,I008,13,0,0,144,131,13
2026-08-15,I008,20,0,0,131,111,20
2026-08-16,I008,13,0,0,111,98,13
2026-08-17,I008,20,0,0,98,78,20
2026-08-18,I008,16,0,0,78,62,16
2026-08-19,I008,18,0,0,62,44,18
2026-08-20,I008,9,0,0,44,35,9
2026-08-21,I008,26,0,0,35,9,26
2026-08-22,I008,9,1,0,9,0,29
2026-08-23,I008,0,1,0,0,0,20
2026-08-24,I008,0,1,0,0,0,22
2026-08-25,I008,0,1,0,0,0,21
2026-08-26,I008,0,1,0,0,0,23
2026-08-27,I008,18,0,0,168,150,18
2026-08-28,I008,25,0,0,150,125,25
2026-08-29,I008,23,0,0,125,102,23
2026-08-30,I008,16,0,0,102,86,16
2026-08-31,I008,16,0,0,86,70,16
2025-09-01,I009,0,0,0,96,96,0
2025-09-02,I009,10,0,0,96,86,10
2025-09-03,I009,9,0,0,86,77,9
2025-09-04,I009,7,0,0,77,70,7
2025-09-05,I009,10,0,0,70,60,10
2025-09-06,I009,10,0,0,60,50,10
2025-09-07,I009,4,0,0,50,46,4
2025-09-08,I009,7,0,0,46,39,7
2025-09-09,I009,5,0,0,39,34,5
2025-09-10,I009,7,0,0,34,27,7
2025-09-11,I009,6,0,0,27,21,6
2025-09-12,I009,16,0,0,21,5,16
2025-09-13,I009,5,1,0,5,0,9
