po_id,item_id,supplier_id,date_ordered,date_expected,qty_ordered,lead_time_actual_days
PO00480,I021,S5,2026-02-04,2026-02-15,10,11
PO00481,I021,S5,2026-02-23,2026-03-06,10,11
PO00482,I021,S5,2026-03-14,2026-03-27,10,13
PO00483,I021,S5,2026-03-31,2026-04-13,10,13
PO00484,I021,S5,2026-04-18,2026-05-01,10,13
PO00485,I021,S5,2026-05-07,2026-05-18,10,11
PO00486,I021,S5,2026-05-29,2026-06-12,10,14
PO00487,I021,S5,2026-06-13,2026-06-24,10,11
PO00488,I021,S5,2026-06-26,2026-07-10,10,14
PO00489,I021,S5,2026-07-11,2026-07-21,10,10
PO00490,I021,S5,2026-07-21,2026-07-30,10,9
PO00491,I021,S5,2026-07-31,2026-08-14,10,14
PO00492,I021,S5,2026-08-15,2026-08-27,10,12
PO00493,I021,S5,2026-08-29,2026-09-10,10,12
PO00494,I022,S5,2025-09-04,2025-09-14,7,10
PO00495,I022,S5,2025-09-24,2025-10-04,7,10
PO00496,I022,S5,2025-10-13,2025-10-23,7,10
PO00497,I022,S5,2025-11-08,2025-11-19,7,11
PO00498,I022,S5,2025-11-28,2025-12-09,7,11
PO00499,I022,S5,2025-12-27,2026-01-04,7,8
PO00500,I022,S5,2026-01-10,2026-01-24,7,14
PO00501,I022,S5,2026-01-30,2026-02-09,7,10
PO00502,I022,S5,2026-02-17,2026-03-02,7,13
PO00503,I022,S5,2026-03-12,2026-03-22,7,10
PO00504,I022,S5,2026-03-30,2026-04-10,7,11
PO00505,I022,S5,2026-04-22,2026-05-04,7,12
PO00506,I022,S5,2026-05-08,2026-05-20,7,12
PO00507,I022,S5,2026-05-31,2026-06-11,7,11
PO00508,I022,S5,2026-06-26,2026-07-08,7,12
PO00509,I022,S5,2026-07-26,2026-08-07,7,12
PO00510,I022,S5,2026-08-15,2026-08-26,7,11
PO00511,I023,S3,2025-09-08,2025-09-14,9,6
PO00512,I023,S3,2025-09-22,2025-09-29,9,7
PO00513,I023,S3,2025-10-05,2025-10-12,9,7
PO00514,I023,S3,2025-10-20,2025-10-28,9,8
PO00515,I023,S3,2025-10-29,2025-11-09,9,11
PO00516,I023,S3,2025-11-22,2025-12-02,9,10
PO00517,I023,S3,2025-12-17,2025-12-23,9,6
PO00518,I023,S3,2025-12-26,2026-01-07,9,12
PO00519,I023,S3,2026-01-16,2026-01-24,9,8
PO00520,I023,S3,2026-02-01,2026-02-10,9,9
PO00521,I023,S3,2026-02-17,2026-02-23,9,6
PO00522,I023,S3,2026-03-12,2026-03-19,9,7
PO00523,I023,S3,2026-03-21,2026-03-31,9,10
PO00524,I023,S3,2026-04-10,2026-04-16,9,6
PO00525,I023,S3,2026-04-29,2026-05-07,9,8
PO00526,I023,S3,2026-05-11,2026-05-20,9,9
PO00527,I023,S3,2026-05-22,2026-05-28,9,6
PO00528,I023,S3,2026-06-03,2026-06-07,9,4
PO00529,I023,S3,2026-06-18,2026-06-28,9,10
PO00530,I023,S3,2026-07-06,2026-07-20,9,14
PO00531,I023,S3,2026-08-02,2026-08-11,9,9
PO00532,I023,S3,2026-08-16,2026-08-25,9,9
PO00533,I023,S3,2026-08-28,2026-09-03,9,6
PO00534,I024,S3,2025-09-02,2025-09-13,7,11
PO00535,I024,S3,2025-09-17,2025-09-24,7,7
PO00536,I024,S3,2025-09-27,2025-10-07,7,10
PO00537,I024,S3,2025-10-10,2025-10-19,7,9
PO00538,I024,S3,2025-10-29,2025-11-07,7,9
PO00539,I024,S3,2025-11-13,2025-11-22,7,9
PO00540,I024,S3,2025-11-24,2025-12-03,7,9
PO00541,I024,S3,2025-12-09,2025-12-18,7,9
PO00542,I024,S3,2025-12-28,2026-01-07,7,10
PO00543,I024,S3,2026-01-16,2026-01-23,7,7
PO00544,I024,S3,2026-02-05,2026-02-13,7,8
PO00545,I024,S3,2026-02-22,2026-03-05,7,11
PO00546,I024,S3,2026-03-14,2026-03-22,7,8
PO00547,I024,S3,2026-04-11,2026-04-18,7,7
PO00548,I024,S3,2026-04-26,2026-05-06,7,10
PO00549,I024,S3,2026-05-30,2026-06-09,7,10
PO00550,I024,S3,2026-06-17,2026-06-22,7,5
PO00551,I024,S3,2026-07-06,2026-07-15,7,9
PO00552,I024,S3,2026-08-03,2026-08-11,7,8
PO00553,I025,S3,2025-09-11,2025-09-20,5,9
PO00554,I025,S3,2025-09-29,2025-10-07,5,8
PO00555,I025,S3,2025-10-10,2025-10-19,5,9
PO00556,I025,S3,2025-10-22,2025-10-26,5,4
PO00557,I025,S3,2025-11-08,2025-11-14,5,6
PO00558,I025,S3,2025-11-18,2025-11-27,5,9
PO00559,I025,S3,2025-12-07,2025-12-20,5,13
PO00560,I025,S3,2025-12-27,2026-01-05,5,9
PO00561,I025,S3,2026-01-10,2026-01-17,5,7
PO00562,I025,S3,2026-01-20,2026-01-28,5,8
PO00563,I025,S3,2026-02-08,2026-02-14,5,6
PO00564,I025,S3,2026-02-20,2026-03-02,5,10
PO00565,I025,S3,2026-03-06,2026-03-14,5,8
PO00566,I025,S3,2026-03-30,2026-04-09,5,10
PO00567,I025,S3,2026-05-02,2026-05-10,5,8
PO00568,I025,S3,2026-05-30,2026-06-09,5,10
PO00569,I025,S3,2026-06-17,2026-06-22,5,5
PO00570,I025,S3,2026-07-05,2026-07-13,5,8
PO00571,I025,S3,2026-07-22,2026-07-31,5,9
PO00572,I025,S3,2026-08-16,2026-08-23,5,7
